Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,New Hidden Value,Time spend on explanation,"This programs swaps two values without the use of a third temporary variable, and is implemented using checkpoints (language 1). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it!The code depicted bellow contains one bug related to the swapping of the variables.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error).,Time spent swap checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem This programs swaps two values without the use of a third temporary variable, and is implemented using tasks (language 2). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it! The code depicted bellow contains one bug related to the swapping of the variables.Which line contains an error?  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent swap task,This program performs a Bubble sort and makes use of checkpoints (language 1). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm. Select the line containing this bug.,Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error).,Time spent bubble sort checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem Copy of This program performs a Bubble sort and makes use of tasks (language 2). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm.Select the line containing this bug.",Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent bubble sort task,"This is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32. The code depicted bellow contains one bug compared to the description above.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..2,Time spent time based checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The ProblemThis is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32.  The code depicted bellow contains one bug according to the description above.Select the line containing this bug.  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..3,Time spent time based task,"Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 1 (checkpoints):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.","Language 2 (tasks):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.",Time spend on difficulty,Formal electrical engineering education (university-level):How many years did you spend on any of these topics:,Formal computer science education (university-level):How many years did you spend on any of these topics:,Programming language experience:How many years did you spend on any of these topics:,Practical embedded systems design:How many years did you spend on any of these topics:,"C programming language:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Programming languages other than C:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Electronics:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered by energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered intermittently:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is",My programming language of choice is,"I am a""",My age is,Time spend on skills,Confirmation code
215,2019-01-07 11:03:39,"Jan 7, 2019 11:15:21 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,81,57,Line 3,a=a+b,93,Line 27,Y=X-Y,80,Line 24,i=0,48,Line 30,"SET(y,3); //initialize y to y = 3",49,Line 7,floattemperture_reading,75,Line 17,"SET(y,3); //initialize y to y = 3",55,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,100,1 year,2 years,1 year,1 year,Below average,Below average,Below average,Below average,Below average,Below average,Below average,Java,Woman,29,44,7100013
226,2019-01-07 11:30:45,"Jan 7, 2019 11:55:47 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,39,96,Line 9,a = a - b;,201,Line 25,"SET(a, GET(a) - GET(b));",150,Line 16,for (i = 0; i < size - 1; i++),178,Line 48,return task_array_loop;,229,Line 15,c = 32;,255,Line 31,"SET(c, GET(a));",99,Agree,Disagree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,146,1 year,none,more than 5 years,none,Average,Slightly above average,Slightly below average,Slightly below average,Slightly below average,Below average,Below average,Other,Man,37,62,7100015
229,2019-01-07 11:34:26,"Jan 7, 2019 11:44:32 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,12,12,Line 5,int(),41,Line 7,shared,74,Line 3,arrays,46,Line 30,return null,134,Line 20,return c,44,Line 24,{,127,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,58,4 years,4 years,2 years,1 year,Slightly below average,Average,Slightly above average,Average,Slightly below average,Average,Slightly above average,C++,Man,35,40,7100014
233,2019-01-07 11:41:18,"Jan 7, 2019 12:04:04 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,21,89,Line 9,a=a-b;,69,Line 27,return task3;,173,Line 27,"bubble_sort(array[],10);",251,Line 30,return(task_array_loop_incr);,211,Line 17,c=temperature_reading * (b+a);,103,Line 13,"SET(b,9.0f)",208,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,146,2 years,1 year,1 year,2 years,Average,Slightly below average,Slightly below average,Average,Slightly below average,Slightly below average,Average,C++,Man,24,85,7100017
234,2019-01-07 11:43:39,"Jan 7, 2019 12:11:15 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,46,180,Line 9,a=a-b;,90,Line 25,"SET(a, GET(a) -GET(b));",94,Line 16,for (i=0; i < size-1; i++),154,Line 48,return task_array_loop_incr;,246,Line 15,c = a;,74,Line 31,"SET(c, GET(a));",569,Disagree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Agree,Agree,133,1 year,3 years,more than 5 years,none,Above average,Slightly above average,Slightly below average,Below average,Below average,Below average,Below average,C,Woman,48,49,7100019
235,2019-01-07 11:46:15,"Jan 7, 2019 12:10:41 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,11,174,Line 9,a = a - b;,114,Line 26,"SET(result, GET(b));",164,Line 13,"void bubble_sort(int arr, int size)",170,Line 13,"SHARED(int i, int j, int size, int arr);",227,Line 10,"float a=32.0, b=9.0/5.0, c=0.0;",207,Line 36,"SET(c, GET((temperature_reading) * GET(b) + GET(a)));",330,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,26,none,none,5 years,none,Below average,Slightly above average,Above average,Average,Average,Average,Average,Python,Man,26,34,7100018
236,2019-01-07 11:47:50,"Jan 7, 2019 12:03:01 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,128,67,Line 5,a=b-a,60,Line 13,X=X/Y,46,Line 7,swap bubble a'b,52,Line 51,return task-a/b,81,Line 10,a;b-c,57,Line 16,set array( temperature),53,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,183,5 years,5 years,3 years,2 years,Average,Average,Slightly above average,Average,Average,Average,Average,Java,Man,34,87,7100016
239,2019-01-07 12:05:27,"Jan 7, 2019 12:25:46 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,402,16,Line 9,a=a-b,81,Line 12,b-e,38,Line 10,y=xnp,75,Line 25,"SET9a,GET(a) -",378,Line 14,"SET(y,3); //initialize y to y = 3",14,Line 4,"SET(y,3); //initialize y to y = 3",53,Disagree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,79,5 years,3 years,3 years,2 years,Average,Average,Slightly above average,Average,Average,Average,Average,Java,Woman,32,33,7100020
240,2019-01-07 12:09:16,"Jan 7, 2019 12:31:43 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,206,7,Line 7,a=a-b,22,Line 18,SETa-b,38,Line 10,y=bmr,27,Line 8,a=c,868,Line 15,c=a,39,Line 9,a=a-b,36,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,68,5 years,4 years,3 years,3 years,Average,Average,Average,Average,Average,Average,Average,Python,Man,28,29,7100021
256,2019-01-07 13:58:12,"Jan 7, 2019 2:27:43 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,142,421,Line 1,< checkpoint.h>,525,Line 26,return task27;,81,Line 3,"int array[10] = {3,1,5,6,2,7,4,8};",104,Line 3,"int array[10] = {5,3,1,6,7,2,4,8};",68,Line 20,return a;,137,Line 36,"SET(c, GET(temperature_reading) * GET(b) + GET(a);",65,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,153,none,4 years,3 years,1 year,Average,Average,Slightly above average,Slightly above average,Average,Average,Average,C,Man,25,65,7100022
257,2019-01-07 14:11:45,"Jan 7, 2019 3:07:53 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,50,492,Line 9,a=a-b,374,Line 25,"SET(a,GET(a)-GET(b));",345,Line 16,for(i=0;i< size-1;i++),212,Line 48,return task_array_loop_incr;,580,Line 15,temperature_reading=a;,89,Line 31,"SET(temperature_reading,GET(a));",561,Disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Disagree,364,3 years,2 years,3 years,2 years,Average,Slightly above average,Slightly above average,Below average,Slightly above average,Below average,Below average,Java,Woman,27,253,7100024
261,2019-01-07 14:30:20,"Jan 7, 2019 2:59:16 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,28,395,Line 9,a = a - b,79,Line 25,"SET(a, GET(a) - GET(b));",69,Line 16,for (i=0; i< size-1; i++),51,Line 48,return NULL;,599,Line 15,a = temperature_reading;,191,Line 31,"SET(c, 32.0f);",230,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Disagree,54,none,1 year,1 year,none,Slightly below average,Slightly above average,Slightly below average,Below average,Below average,Below average,Below average,Java,Woman,22,28,7100023
263,2019-01-07 15:01:02,"Jan 7, 2019 3:32:56 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,259,145,Line 9,a = a - b;,423,Line 25,"SET(a, GET(a) - GET(b));",91,Line 16,for (i = 0; i < size-1; i++),253,Line 48,return task_array_loop_incr;,276,Line 15,c = a;,57,Line 31,"SET(c, GET(a));",182,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,125,none,2 years,more than 5 years,none,Above average,Above average,Above average,Average,Slightly below average,Slightly below average,Slightly below average,Python,Man,20,70,7100025
264,2019-01-07 15:19:31,"Jan 7, 2019 3:44:13 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,63,133,Line 9,a = a - b;,37,Line 25,"SET(a, GET(a) - GET(b));",258,Line 16,for (i = 0; i < size-1; i++),56,Line 47,"SET(i, 0);",487,Line 15,c = 32;,163,Line 31,"SET(c, 32.0f);",64,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Strongly agree,Agree,156,4 years,1 year,more than 5 years,none,Average,Above average,Slightly above average,Slightly below average,Slightly below average,Below average,Below average,PHP,Man,37,49,7100026
272,2019-01-07 17:45:15,"Jan 7, 2019 6:12:20 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,9,19,Line 9,a = a - b;,35,Line 25,"SET(a, GET(a) - GET(b));",358,Line 16,for (i = 0; i < size-1; i++),273,Line 48,return task_array_loop;,459,Line 15,c = a;,181,Line 31,"set(c, GET(a));",99,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,131,none,4 years,4 years,none,Below average,Slightly below average,Average,Average,Below average,Below average,Below average,Java,Man,33,41,7100027
276,2019-01-07 19:11:57,"Jan 7, 2019 7:33:59 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,142,110,Line 9,a = a - b,61,Line 25,"SET(a, GET(a) - GET(b));",98,Line 16,for (i=0; i < size-1; i++),140,Line 48,return task_array_loop_incr;,207,Line 15,c = a;,102,Line 31,"SET(c, GET(a));",112,Strongly disagree,Neither agree or disagree,Agree,Disagree,Strongly agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,246,none,3 years,3 years,none,Slightly above average,Average,Slightly below average,Average,Average,Slightly below average,Slightly below average,C++,Man,21,76,7100028
283,2019-01-07 22:08:24,"Jan 7, 2019 10:18:04 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,9,13,Line 3,int a=3,97,Line 17,TASK(TASK2),37,Line 25,},98,Line 59,},26,Line 10,dhf,48,Line 26,},36,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly agree,Agree,136,4 years,2 years,1 year,1 year,Average,Slightly above average,Average,Slightly above average,Average,Slightly below average,Slightly above average,Java,Man,35,67,7100029
286,2019-01-07 22:20:37,"Jan 7, 2019 10:51:38 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,124,253,Line 9,a=a-b;,67,Line 25,"Set(a,get(a)-get(b))",132,Line 17,For(j=0;j< size-i;j++),92,Line 41,If(get(j)< get(size)-get(I)){,445,Line 15,c=a;,67,Line 31,"Set(c, Get(a))",378,Strongly disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,203,1 year,more than 5 years,more than 5 years,none,Average,Average,Slightly below average,Average,Below average,Below average,Below average,C++,Man,33,67,7100030
288,2019-01-07 22:34:05,"Jan 7, 2019 11:11:40 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,32,57,Line 9,a = a - b;,32,Line 25,"SET(a, GET(a) - GET(b));",120,Line 16,for (i = 0; i < size-1; i++),847,Line 48,return task_array_loop_incr;,271,Line 15,c = 32.0f,425,Line 36,"SET(c, GET(read_temp) * GET(b) + Get(a));",104,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,91,none,4 years,2 years,3 years,Slightly above average,Slightly above average,Slightly below average,Slightly below average,Slightly above average,Slightly above average,Slightly above average,Java,Woman,25,50,7100031
299,2019-01-08 01:55:37,"Jan 8, 2019 2:17:37 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,65,129,Line 9,a=a-b;,120,Line 25,"SET(a, GET(a)-GET(b));",120,Line 16,for(i=0;i< size-1;i++),189,Line 41,if(GET(i)< GET(size)-GET(i)-1) {,124,Line 15,c=a;,124,Line 31,"SET(c,a);",202,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,152,4 years,2 years,2 years,1 year,Slightly above average,Above average,Above average,Average,Average,Average,Average,Java,Man,41,70,8100032
